rmse_viscosity,rmse_oxidation,mae_viscosity,mae_oxidation,r2_viscosity,r2_oxidation,mean_rmse,mean_mae,mean_r2,config_id,hidden_layers,alpha,learning_rate_init,fold
116.72113006616352,21.893357653087808,65.36590335627702,15.994572562533783,-2.2924387634868295,0.5706318374830501,69.30724385962567,40.6802379594054,-0.8609034630018897,mlp_1,"(64, 32)",0.0001,0.001,1
88.74111644704132,19.510587805715943,48.77614950518616,13.626203220051055,-0.10147127306676573,0.6880549960500281,54.12585212637863,31.201176362618607,0.29329186149163117,mlp_1,"(64, 32)",0.0001,0.001,2
258.5303036675236,17.82173131377687,99.88230748584903,13.81432589355368,0.36875498956313757,0.7424467968214865,138.17601749065022,56.84831668970135,0.555600893192312,mlp_1,"(64, 32)",0.0001,0.001,3
155.91899615571145,46.24394533990909,87.39000847994026,23.064776306829376,0.47972868726363316,-0.7704477838766659,101.08147074781027,55.22739239338482,-0.14535954830651637,mlp_1,"(64, 32)",0.0001,0.001,4
123.2917796701195,29.402439288630074,79.93855236226106,21.643767260671034,0.39748289415778115,0.4754137415525779,76.34710947937478,50.791159811466045,0.4364483178551795,mlp_1,"(64, 32)",0.0001,0.001,5
157.46027356938382,18.646039547771174,89.75625338453413,12.34516176505571,-4.991847371929519,0.6885571987803971,88.0531565585775,51.05070757479492,-2.151645086574561,mlp_2,"(128, 64)",0.0001,0.001,1
103.35299093540543,32.30314861153486,87.47904959135477,26.96228626491595,-0.4940650166877334,0.14488005206801358,67.82806977347015,57.220667928135356,-0.1745924823098599,mlp_2,"(128, 64)",0.0001,0.001,2
244.29812303008848,21.401390841445764,82.00165557377701,13.916025762151621,0.43634247903262335,0.6285920730564106,132.84975693576712,47.95884066796432,0.532467276044517,mlp_2,"(128, 64)",0.0001,0.001,3
287.7612566036224,18.583479545801925,110.0929666800944,13.56950670942568,-0.7721336104669774,0.7140912596174374,153.17236807471218,61.831236694760044,-0.029021175424770007,mlp_2,"(128, 64)",0.0001,0.001,4
100.62069477425338,29.797928993843694,60.85211558293915,21.887025645523913,0.5986938994474329,0.46120649956279414,65.20931188404853,41.369570614231534,0.5299501995051135,mlp_2,"(128, 64)",0.0001,0.001,5
157.48850489520657,18.65774649380258,89.57821361459564,12.237772352778014,-4.993996141976715,0.6881659962793266,88.07312569450458,50.907992983686825,-2.1529150728486943,mlp_3,"(128, 64)",0.001,0.001,1
103.3486831951295,32.30315019444295,87.47691706357563,26.962247400746833,-0.49394047438156075,0.14487996826340765,67.82591669478623,57.21958223216123,-0.17453025305907655,mlp_3,"(128, 64)",0.001,0.001,2
243.80787533572382,22.01514936629454,83.39701326654993,14.13788409789958,0.4386024598367654,0.6069838068510487,132.91151235100918,48.76744868222475,0.5227931333439071,mlp_3,"(128, 64)",0.001,0.001,3
287.61186474675094,18.533691493098935,109.97369249043348,13.537643135548363,-0.7702940743664666,0.7156211960017456,153.07277811992495,61.75566781299092,-0.027336439182360506,mlp_3,"(128, 64)",0.001,0.001,4
99.97362860549951,29.728037611630388,60.88109512852567,21.81684694176737,0.6038386991421419,0.4637310280287211,64.85083310856496,41.34897103514652,0.5337848635854315,mlp_3,"(128, 64)",0.001,0.001,5
111.58659588452885,21.693182349838033,63.35949397726404,16.42964516531198,-2.0091427934466553,0.5784475393575215,66.63988911718344,39.89456957128801,-0.7153476270445669,mlp_4,"(128, 128)",0.001,0.0005,1
170.29941208003925,26.843490535984827,112.46848758342043,22.334626263950817,-3.0564833322520935,0.40950625403279706,98.57145130801203,67.40155692368562,-1.3234885391096483,mlp_4,"(128, 128)",0.001,0.0005,2
255.74038255065426,19.458178232757984,90.85359219894153,14.103999900033815,0.3823055962464309,0.6929765650998128,137.59928039170612,52.47879604948767,0.5376410806731218,mlp_4,"(128, 128)",0.001,0.0005,3
135.65396276080065,32.10965281897563,64.42818839906619,17.459867005497376,0.6061808867592647,0.14641930582904794,83.88180778988814,40.94402770228178,0.37630009629415634,mlp_4,"(128, 128)",0.001,0.0005,4
109.0164494785358,25.530466763334253,67.57503160431496,18.928841938688965,0.5289302622734132,0.6044806857709915,67.27345812093503,43.25193677150196,0.5667054740222024,mlp_4,"(128, 128)",0.001,0.0005,5
101.90308435871363,22.022057108293588,67.37579755739853,18.152830188965783,-1.5095358108888446,0.5655689439795828,61.96257073350361,42.764313873182154,-0.4719834334546309,mlp_5,"(256, 128)",0.001,0.0005,1
131.17366901007142,18.525441310624398,68.95666360113779,12.960759357432053,-1.4066710338075863,0.7187617079677113,74.8495551603479,40.95871147928492,-0.3439546629199375,mlp_5,"(256, 128)",0.001,0.0005,2
255.34019375045278,19.251010057643374,86.63843886170898,15.226487585023161,0.3842372503087319,0.6994794231940824,137.29560190404808,50.93246322336607,0.5418583367514072,mlp_5,"(256, 128)",0.001,0.0005,3
207.97352536636146,16.703739967740606,100.74081375552345,12.40820192891265,0.07434760923191497,0.769005943627282,112.33863266705103,56.57450784221805,0.4216767764295985,mlp_5,"(256, 128)",0.001,0.0005,4
92.19759223428663,26.752160657789464,42.82060008154422,16.606495227593424,0.6630695226377024,0.5657219150652246,59.474876446038046,29.71354765456882,0.6143957188514635,mlp_5,"(256, 128)",0.001,0.0005,5
